,WT2D,WT2D.1,WT2D.2,WT2D.3,WT2D.4,WT2D.5,WT2D.6,WT2D.7,WT2D.8,WT2D.9,WT2D.10,WT2D.11,WT2D.12,WT2D.13,WT2D.14,WT2D.15,WT2D.16,WT2D.17,WT2D.18,WT2D.19,WT2D.20,WT2D.21,WT2D.22,WT2D.23,WT2D.24,WT2D.25,WT2D.26,WT2D.27,WT2D.28,WT2D.29,WT2D.30,WT2D.31,WT2D.32,WT2D.33,WT2D.34,WT2D.35,WT2D.36,WT2D.37,WT2D.38,WT2D.39,WT2D.40,WT2D.41,WT2D.42,WT2D.43,WT2D.44,WT2D.45,WT2D.46,WT2D.47,WT2D.48,WT2D.49,WT2D.50,WT2D.51,WT2D.52,WT2D.53,WT2D.54,WT2D.55,WT2D.56,WT2D.57,WT2D.58,WT2D.59,WT2D.60,WT2D.61,WT2D.62,WT2D.63,WT2D.64,WT2D.65,WT2D.66,WT2D.67,WT2D.68,WT2D.69,WT2D.70,WT2D.71,WT2D.72,WT2D.73,WT2D.74,WT2D.75,WT2D.76,WT2D.77,WT2D.78,WT2D.79,WT2D.80,WT2D.81,WT2D.82,WT2D.83,WT2D.84,WT2D.85,WT2D.86,WT2D.87,WT2D.88,WT2D.89,WT2D.90,WT2D.91,WT2D.92,WT2D.93,WT2D.94,WT2D.95
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08E-05,4.11E-05,4.10E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91E-05,0,0,0,0,0,0,0,0,7.00E-06,0,0,0,0,0,5.08E-05,0,2.05E-05,0,0,0,0,0,0,0,0,0,0,0,0.0001451,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,0.0008047,0.0004911,0.0001016,0.0004766,0,0.0015875,0.0021743,0.009380898,0.0024339,0.001972,0.001916198,0.0009929,0.000333,0.0006569,0.007490896,0.001253201,0.001201,0.0003469,0.0006496,0.0039417,0.0046075,0.0004175,0.0001567,0.0006642,0.005447299,0.0014604,0.0029255,0.012013599,0.0009523,0.0043913,0.0005114,0.0017757,0,0.0004059,0.0005471,0,0,0.0012229,0.001261401,0.0035106,0,7.89E-05,0.001064,0.0052696,0.004862101,0,0,0.0022078,0.0007654,0.0064916,0.0009826,0.0009718,0.000463,0,0.0009428,0,0.0030054,0.005400001,0.0003144,0.0005481,0.0001006,0.0023567,5.28E-05,0.0011443,0.003087499,0.004776398,0.0020176,0.0008886,0,0.002164099,0.0001856,0,0,0.000254,0,0.0014657,0.0029334,0.005993195,0.000732,0.0009654,0.0042431,0.0005289,0.0003182,0.0011033,0.00042,0,0.0009826,0.0016646,0.002037301,0,0.0006495,0.0003083,0.0019822,0.0006288,0.0004413,0.0002061
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66E-05,0,0,0,0,0,0,5.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.60E-06,0,0,0,0,0,0,0,0,0,0,0,7.55E-05,0,2.76E-05,0,0,0,0,0,0,0,1.84E-05,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,0.0018431,0.018328498,0.022031693,0.009200206,0.005087699,0.014404601,0.0047719,0.021878696,0.023373305,0.013855699,0.008980692,0.020865998,0.019267502,0.0037755,0,0.009421306,0,0.0010129,0.007717904,0.0176469,0.0132161,0.0191454,0.01193,0.011472502,0.009493198,0.021843904,0.0217468,0,0.012636103,0.0148539,0.013389601,0.030225206,0.015297003,0.003565598,0.0030431,0.002778901,0.0027133,0.031834,0.026833611,0.020174302,0,0.012178598,0.007909903,0.046521,0,0.028110197,0,0,0.028107508,0.0182822,0.0524707,0.0055368,0.030775894,0.016654005,0.015522697,0.006681898,2.88E-05,0.025896205,0.0537265,0.012365001,0.032628893,0.050532605,0.017654395,0.0058973,0.024248295,0.02383479,0.027288395,0.032431406,0.083143267,0.002957299,0.0193061,0.035015486,0,0.035161296,0,0.0229934,0.013920499,0.030176473,0.024114395,0.046791377,0.0218378,0.010247399,0.027880803,0.005179899,0.022407389,0,0.045265991,0,0.012297807,0.009765602,0.014575303,0.008940099,0.0046871,0.017567005,0.014050206,0.016467207
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002353301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002925,0,0,0,0,0,0,0,0,0.0045798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87E-05,0,0,0,0,0,0,0,0,0.002783899,0,0,0,0,0,0,0,0,0.0001419,0,0,0,0,0,0,0,0,0,0,0,0,0.0012181,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta,0,0,0,0,0,0.0002843,0.0002624,2.34E-05,5.20E-06,0.0002746,0,5.50E-06,0,0,0.000486,0,0,0,0,4.28E-05,1.71E-05,0.0001746,0.0001041,0.0004209,0.0001033,0,0,0,0,0,0,4.15E-05,0.0005924,0,4.30E-06,5.03E-05,0,0,1.83E-05,3.97E-05,0.000456,0.0001188,1.26E-05,0.0001874,0.0001361,0,0.002354801,0,0.0015523,0.0001637,0,8.40E-06,0,0,6.60E-05,0,7.69E-05,4.03E-05,0,2.92E-05,0,0.0008667,0,0,1.42E-05,7.30E-06,2.54E-05,5.70E-06,0.000652,0,0,0,0.0023745,3.50E-06,0.000249,0,0,0.0001162,0,3.80E-06,0.0002099,0,0,0,0,0.0006621,0.0004964,0,0,0,0,7.10E-05,8.16E-05,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_sp_1_3_56FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002690298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031339,0,0,0,0.003840901,0,0.002273501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001385,0,0,0,0,0,0,0,0,0,0,0.0023498,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_unclassified,0,0,0,0,0,0,0.0007315,0.0002622,3.35E-05,0.000779,7.60E-05,6.60E-06,0,4.51E-05,0.000955899,0,0.0007468,0,0,0.0001843,0,0.0002673,2.46E-05,0.0001167,0.002982999,0,0.0001698,0.0043144,5.71E-05,0.001194,0.0001348,0.000902,0.003630801,0,2.31E-05,0.0003587,0,0,5.87E-05,0.0012717,0.0015149,9.10E-05,3.08E-05,0.000526,0.0015188,0,0.002200501,0,0.005682202,0.0012132,0,0,0.0004644,0,0,0,0.0001282,7.18E-05,0,9.50E-05,0,9.58E-05,5.49E-05,0,0.0019926,0.001543499,7.96E-05,0,0.001318899,0,1.23E-05,0.006507797,0.010397898,8.08E-05,0.0032563,0,0.0010034,0.0005554,0,0.0001002,0.0006931,0.0001177,7.50E-06,6.54E-05,7.51E-05,0.0016544,0.0003252,0,7.91E-05,0,0,6.80E-05,0.0002585,3.60E-05,1.87E-05,4.40E-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,0.00057,0.0005932,0,0,0,0.0023841,0.0005549,3.89E-05,2.18E-05,0.0005243,0.0002834,0.0001381,0,0,0.000925999,0,0.0002561,0,4.46E-05,9.45E-05,0.0002178,0.0005651,0,0.0004971,0.0008838,0,0,0.0019169,0,0.0008111,0,6.31E-05,0.0017601,0,0.000157,0.0003794,0,0,5.77E-05,0.0008943,0.0007093,0,0,0.0002086,0.0008172,0,0.0009792,0,0,6.40E-05,3.74E-05,0,0,0,0.0004224,0,0.0009631,0.0005895,0,1.79E-05,3.20E-06,0.0012857,9.30E-06,0,0.003402299,0.0001138,0,2.15E-05,0.0002511,0.0005114,0.0001934,0.0005044,0.0015086,0,0.000596,1.58E-05,0,0.0003901,8.90E-06,0.0002538,0.0006864,0,0,4.46E-05,0.0001567,5.71E-05,0,0,0.0001216,0,0.0001002,0,0.0002112,6.33E-05,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_uli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13E-05,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_unclassified,0,0,0.0003538,0.0001968,0,0,0,0,0.0002013,9.20E-06,0,1.43E-05,0,1.76E-05,0,0,0,0.0001021,0,0,0.0002772,0,6.48E-05,0,0,0,0,0,0,0,0,5.89E-05,0,0,0,0,1.57E-05,0,0,2.14E-05,0,0,8.80E-06,0,0,2.08E-05,0,0,1.13E-05,0,0.0001587,0.000249,0.000249,0.001837201,0.0008622,0.0002627,0,0,3.44E-05,0,0,4.19E-05,0.0001186,0,0,6.47E-05,4.30E-06,2.17E-05,4.42E-05,4.86E-05,0.0002012,0,0,5.11E-05,0,1.40E-05,0.000491,0,2.97E-05,0,0,2.15E-05,0.0030983,0,0,0,0,0.0011181,0,0,0,0,0,0.002197601,0.0004419,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006308501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004234101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003195899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Desulfurobacteriaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064125794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,0.058408394,0.0031916,0.002606299,0.006188004,0.0016914,0.025501403,0.009009801,0.0023793,0,0.006473399,0.020879881,0.0023556,0.013116301,0.002374,0,0.002997402,0,0.008442997,0.002545801,0.0004399,0,0,0,0,0.003976399,0.003419301,0.0014361,0,0.0002408,0.0017015,0.0014239,0.0006481,0.008590202,0.001015699,0,0,0.003755,0,0.007637903,0.000302,0,0.003351399,0.004694002,0,0.001954201,0.008846999,0.011147203,0,0,0.0011679,0.0060231,0.0017853,0.003718599,0,0,0.003711299,0.0115804,0.0012846,0.0001149,0,0.018786296,0.004171,0.006902598,0.00279,0,0.009474396,0,0.0012405,0.003958098,0,0.0096322,0.034947586,0,0,0,0.0095905,0.0047416,0.005521095,0.014939197,0.0006612,0.0714493,0.006325599,0.007788601,0.0003624,0.005150897,0,0.002872099,0.005160801,0.002363001,0.013591203,0.006255201,0.0041983,0,0.007545002,0.0010743,0.001137
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,0.0023268,0,0.0011216,0,0.0034505,0.034503603,0.034073003,0.0003803,0.004666701,0.010091299,0.019405583,0.0009175,0,0.022121702,0,0.005263203,0,0.006606997,6.50E-06,0.0007615,0.0025787,2.96E-05,0,5.93E-05,0.0023706,0,0.0039063,0.0041824,0.008524302,2.88E-05,0.007692301,0.0024102,0,0,0,0.038796312,0.000998,0,0.012479205,0.017715602,0,0.0008738,0.0012403,0.0030814,0,0.0015875,0.030559009,0,0.049667715,0.2171022,0,0.0034795,0.0015322,0,0,0,5.07E-05,0,0,0,0,0.0011053,0.002436099,0.000273,0,0,0,3.74E-05,0,0.006222198,0.0029285,0,0,0,0.006412,0.0071127,0.0034724,0.0005104,0,0,0.0047137,0.010744999,0,0.003621999,0,0,0,0.009186301,0.01654901,0.031830106,0.003407801,0.0038527,0.008576,0.0012544,0,0.0002898
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus,0,0,0,0,0.0003114,0,0,0.0003211,0,0,3.20E-06,0.0006076,0,0.0008081,0,0,0,0,0,0,0,0,1.79E-05,0,0.0002902,0,0,0,0.0002335,0,0.000114,0,0,1.23E-05,0,0,0,0,0,0,0,0,0.0002336,0,0,0,0,0,0,0.003419,0,0,0,0,0,0,0,0,0,0,0,0.0038132,0,0,0,1.83E-05,0,0,0,0,0,0,0,0.0015455,0,0,0,0,0,0.001292999,0,0,0,0,0,0,0,0.0002107,0.002089601,0,0,0.0012192,0.0023304,0,0.0001047,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,0.014983999,0,0,0,6.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95E-05,0,0,0,6.71E-05,0,0.0020382,0,0,0.007522696,0,0,0.0008927,0.0008593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070195,0,9.60E-06,0,0,0,0.0005345,0,0.10057531,0,0,0.0009349,0,0,0,0,0,0,0,0.0011847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005701,0,0,0,0,0,0,0,0,0,0.0003529,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015524806,0,0,0,0,0,0,0,0,0,0,0,0,0.0001973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007179401,0,0,0,0,0,0.006082604,0.029260506,0,0.011197299,0,0,0.003898102,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,0.005971499,0.019997698,0.005467098,0.01695231,0.011541699,0.089286409,0.0009815,0.005547299,0.0019835,1.19E-05,0.08943282,0.0031002,0.011825301,0.005538501,0,0.003552502,0,0.057647477,0.006003303,0.0011127,0,3.50E-06,0.0006849,0,0.0005433,0.005329101,0.0006142,0.006466699,0.0008512,0.008607,0.0007356,0.0005537,0.073819915,4.69E-05,0.006947401,0.014739904,0.0031615,0,0.003788802,0,0.045820995,0.003906599,0.003742101,4.58E-05,0.008375503,0.025820897,0.03303711,0,0,0.0067304,0.0285993,0.0001302,0.0012601,0.0006423,0.007566998,0.004878599,2.72E-05,1.34E-05,0.0002117,0,0.005940199,0,0.0012621,0.0029283,0.002518199,0.001893099,0.0015563,0.0005994,0.001769599,0,0.0053899,0.020928992,0,0,0.0043426,0.0045087,0,0.002110298,0.0002431,0.0004835,0.0033854,0.0040604,0.0001955,0.008153498,0.003545598,0,0.010716298,0.0005177,0.004246703,0.0010703,0.015840903,0.005955899,0.0162964,0.005195602,0.008345503,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,0,0.040913896,0,0,0.021750498,0,3.80E-06,0,0,0,0,0.0006089,0,0,0,0,0,0,0,0.0010025,0,0,0,0,0.0023522,0,0,0,0.0002986,0.025316,0.0007977,0,0,0.010710795,0,0,3.09E-05,0,0.008931704,0,0,0.007588998,0.003603101,7.70E-06,0,0,0,0,0,0,0,0.0191805,0.004640899,0,0.0001251,0.013822196,0,0,0,0,0,0,0,0,0,0,0.0010732,0.0003036,0,0,0.0624017,0,0,0,0,0,0.005256899,0,0,0.010479695,0,0.041890696,0,0.014707997,0,0,0,0,0,0,0.004809701,0,0,0,0.0005075,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis,0,0.005129599,0.0001259,9.00E-06,0,0,0,0,0,0.0021572,0,0.0003451,0,0,0,0,0,0.002047299,0,0,0,0,3.80E-06,0,0,0.0005173,0,0,0,0,0,0,0,0.001452999,0,0,4.64E-05,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0006931,0,0,0,0.002982099,3.16E-05,0,0,0,0,0,0.0009043,0,0,0,0,0.0003396,0,0,0.0042439,0,0,0,0,0,0,0,0.000319,0,0,1.50E-05,0,0,2.44E-05,0,0,0,0.005282603,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii,0,0,5.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001402,0,0,0,0,0,0,0,0,3.90E-05,0,0.002257,0,0,0.0004451,0,0,0,0,0,1.82E-05,0,0,0.0010881,0.0004543,0,0,0,0,0,0,0,0.0005319,0,2.81E-05,0,0.0002403,0,0.0007152,0,0,0.0017009,0,0.0013428,0.0010128,0.0010647,0.005118998,0,0,0,0,0,0,0,0,0,0,0.008867199,0,0,0.0002407,0,0,0,0,0,0,0,0.0027285,0.001535401,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,0.007916899,0.0017568,0,0.0003961,0,0.008527501,0.026601103,0,0.0010972,0.0018691,0,0,0,0,0,0,0,0,0,0,0.0028953,0,0.0842897,0,0,0,0,0.0013651,0.0001048,0,0.0002961,0,0.008848502,0,0.006759401,0.006035102,0,0,0.000258,0,0.010446899,0,0,0.000238,0,0,0,0,0,0.0022316,2.46E-05,0,0.0002311,0,0.005177799,0.0001258,0.0036917,0,0,0.0032222,0,4.65E-05,0,4.80E-05,0,0,0.0003344,0,5.10E-06,1.31E-05,0,0.014435094,0.012388898,0.004886,0.0024457,0.0020256,0.0002135,0,0.0004555,0,0.0001982,0,0,0,0.002164099,0,0,0.006161901,0,0,0.0010628,0,0.0016965,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis,0,0,0.008476897,0,0.000196,0,0,0.006580099,5.02E-05,0,0,0,0.035228004,0,0,0,0,0,0,0.0002219,0,0,0,0.0005205,0,0,0,0,0.0005751,0,0.008335801,0,0,0,0,0,0.0002991,0,0,0,0,0,0,0,0,0,0,0,0,0.0027215,0,0,0,0,0.009300798,5.81E-05,0,0,0,0,0.0017255,0,0,0,0.017807796,0,0,0,0,0,0,0.002216599,0,0,0,0,0,0.006571894,0,0,0,0,0.0025421,0.0004524,0.0003219,0,0,0.0012118,0,0.003645201,0.000564,0,0,0.0008995,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,0,0,0,0,0.018201998,0,0,0.0023187,0,0,0,0,0.009187401,0,0,0,0,0.003478099,0.036689618,0.0007292,0,0,0,0.0010099,0.0013199,0,0,0,0.005452001,0.0312629,0.009344401,0,0,0.0002845,0,0,0.0042482,0,0,0,0,0.002373,0.0012402,0.0089881,0.007204902,0,0,0,0,0,0.0035373,0.0445347,0.0015736,0,0,3.89E-05,0,0.005264501,0,0,0,0.017287402,0.002370899,0,0.0016044,0.003963598,0,0,0,0.019111594,0.0125275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007288,0.0013153,0.007686498,0,0,0,0,0,0,0.022113007,0.000644,0.000573
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii,0,0,0,0,0,0.0001754,0,0,0,0,0,0,0,0.0003023,0,8.79E-05,0,7.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90E-06,0,0,0,0.0015337,0,0,0,4.30E-06,0,5.40E-06,0,0,0,0,0,0,2.43E-05,0,0,0.0005767,0,0,0,0,0,0,0,0.0009135,0,0,0,0,5.48E-05,3.77E-05,0,0,0,0,0.0044342,0,0,0,0,0,0,0.0003209,0.0003596,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_oleiciplenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,0.0035298,0.011571699,0.0016394,0.0006973,0.0005794,0.0001303,0.0018943,0.000114,0.003893101,0.0036184,0.004513596,0,0.0026089,0.000744,0,1.41E-05,0.0002657,0.001892499,0.001517501,0.0041522,0.0002468,0.0143659,0,0.009822202,0,0.002094,0.0015366,1.32E-05,0.013452903,0.003829,0.0038674,0,0.010846202,0.0004137,0.0004707,6.76E-05,0.0035796,0.0007234,0.0002203,0.0043684,0.039094496,0.002749799,0.0006219,0.0003756,0.008389203,0.000124,0,0.025602295,0.001902201,0.0008497,0.0002387,0,7.60E-06,0,0.0022395,0.001850799,0.0004672,0.0003031,3.80E-05,0.007914101,0.003001999,4.54E-05,0.004015399,0.0005227,0,0.0004014,0.0010093,0.0002826,0.002098399,0.0010341,0.0064055,0.004959298,0.009351698,0.0030449,0.0042018,0.0013265,2.13E-05,0.002588398,0.007346399,0.001689799,0.001923,0.011976099,0.0006304,0.0006794,0.003035398,0,0.004460299,3.93E-05,1.21E-05,0.004553001,0.002524401,0.0008413,0.0009825,0.002166101,7.87E-05,8.72E-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius,0.037103696,0,0.014202396,0,0.035586196,0,0,0,0,0,0,0.012435699,0,0,0,0,0,0,0,0,0,0,0.0013773,0,0.0002078,0,0,0,0.0002204,2.75E-05,0.0006401,0,0,0.003364098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293208,0.004568399,8.52E-05,0,0,0,0.0022487,0,0,0,0.007724101,0.020670194,0,0,0,0,0,0,0,0.0315857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salanitronis,0,0,0,0,0.0002024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04890691,0,0.0016484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
